collection,name,sku,material,description,specifications,datasheet_url,product_url
Marin,Marin 07 Dining Table Base,37-DT07,Aluminum,"The Marin Dining Table Base for rectangular tops is designed to anchor larger outdoor dining spaces with stability and understated elegance. Its streamlined profile supports longer tabletops while maintaining the light, architectural feel that defines the Marin collection. Constructed from corrosion-resistant aluminum, this base is well suited for outdoor and coastal environments. The thoughtfully engineered design allows for comfortable chair placement and generous legroom, making it ideal for entertaining. Pair this base with one of our porcelain, Dekton, or Micro Mesh rectangular tops and select from O.W. Lee’s extensive finish options to create a dining table tailored to your space. Best for: • Larger outdoor dining settings • Rectangular dining table configurations • Entertaining and gathering spaces Fits: • 42x72” (Porcelain) • 42x84” Rectangular (Porcelain, Micro Mesh, or Dekton)",Packaged Weight: 33 lbs,,https://www.owlee.com/collections/marin-aluminum-bases/marin-dining-table-base-dt07
Studio,Lounge Chair,77186-CC,Aluminum,"The O.W. Lee Studio Lounge Chair combines minimalist design with inviting comfort. Its clean-lined aluminum frame and plush cushions create a sophisticated outdoor lounge chair that fits effortlessly into modern patios and outdoor living areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 51 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-SR.pdf,https://www.owlee.com/collections/studio/lounge-chair-studio
Studio,Swivel Rocker Lounge Chair,77186-SR,Aluminum,"The O.W. Lee Studio Lounge Chair combines minimalist design with inviting comfort. Its clean-lined aluminum frame and plush cushions create a sophisticated outdoor lounge chair that fits effortlessly into modern patios and outdoor living areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 53 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-SR.pdf,https://www.owlee.com/collections/studio/swivel-rocker-lounge-chair-studio
Studio,Love Seat,77186-2S,Aluminum,"The O.W. Lee Studio Love Seat offers streamlined seating for two with a modern, approachable feel. Built with a durable aluminum frame and comfortable cushions, this outdoor aluminum love seat is ideal for smaller spaces or paired seating arrangements. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 81 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-2S.pdf,https://www.owlee.com/collections/studio/love-seat-studio
Studio,Sofa,77186-3S,Aluminum,"The O.W. Lee Studio Sofa provides generous seating with a sleek, contemporary presence. Featuring a strong aluminum frame and deep cushions, this outdoor aluminum sofa delivers comfort, durability, and clean-lined style for modern outdoor environments. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 113 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-3S.pdf,https://www.owlee.com/collections/studio/sofa-studio
Studio,Studio Right Double Sectional,77186-2R,Aluminum,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 81 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-2R.pdf,https://www.owlee.com/collections/studio/right-double-sectional-studio
Studio,Corner Sectional,77186-CR,Aluminum,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 60 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-CR.pdf,https://www.owlee.com/collections/studio/corner-sectional-studio
Studio,Center Sectional,77186-C,Aluminum,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 44 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-C.pdf,https://www.owlee.com/collections/studio/center-sectional-studio
Studio,Studio Left Double Sectional,77186-2L,Aluminum,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 81 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77186-2L.pdf,https://www.owlee.com/collections/studio/left-double-sectional-studio
Studio,Bench,77187-B,Aluminum,"The O.W. Lee Studio Bench offers flexible seating with a modern, understated profile. Its durable aluminum construction and clean design make this outdoor bench a functional accent for dining tables, entry spaces, or casual gathering areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 37 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77187-B.pdf,https://www.owlee.com/collections/studio/bench-studio
Studio,Ottoman,77180-O,Aluminum,"The O.W. Lee Studio Ottoman adds versatility and comfort to Studio seating arrangements. Designed with a minimalist aluminum frame and tailored cushion, this outdoor patio ottoman functions as a footrest or additional seating. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 24 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77180-O.pdf,https://www.owlee.com/collections/studio/ottoman-studio
Studio,Sling Chaise Lounge,77198-CH,Aluminum,"The O.W. Lee Studio Sling Chaise Lounge is designed for relaxed outdoor lounging with a contemporary edge. Featuring a sleek aluminum frame and supportive sling fabric, this outdoor sling chaise lounge provides comfort, durability, and effortless modern style. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 68 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77198-CH.pdf,https://www.owlee.com/collections/studio/sling-chaise-lounge-studio
Studio,Sling Dining Arm Chair,77192-A,Aluminum,"The O.W. Lee Studio Sling Dining Chair features a modern, minimalist design with clean lines and a lightweight aluminum frame. Durable sling seating provides comfortable support and easy maintenance, making this outdoor sling dining chair ideal for contemporary patios and dining spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 28 lbs,https://www.owlee.com/wp-content/uploads/2021/11/77192-A.pdf,https://www.owlee.com/collections/studio/sling-dining-arm-chair-studio
Studio,Padded Sling Dining Arm Chair,77192P-A,Aluminum,"The O.W. Lee Studio Padded Sling Dining Chair adds enhanced comfort to sleek, modern outdoor dining. Combining a streamlined aluminum frame with cushioned sling seating, this outdoor padded sling dining chair offers lasting durability with a refined, contemporary look. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 28 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77192P-A.pdf,https://www.owlee.com/collections/studio/padded-sling-dining-arm-chair-studio
Studio,Sling Swivel Rocker Dining Arm Chair,77192-SR,Aluminum,"The O.W. Lee Studio Sling Dining Chair features a modern, minimalist design with clean lines and a lightweight aluminum frame. Durable sling seating provides comfortable support and easy maintenance, making this outdoor sling dining chair ideal for contemporary patios and dining spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 36 lbs,https://www.owlee.com/wp-content/uploads/2021/11/77192-SR.pdf,https://www.owlee.com/collections/studio/sling-swivel-rocker-arm-chair-studio
Studio,Padded Sling Swivel Rocker Arm Chair,77192P-SR,Aluminum,"The O.W. Lee Studio Padded Sling Dining Chair adds enhanced comfort to sleek, modern outdoor dining. Combining a streamlined aluminum frame with cushioned sling seating, this outdoor padded sling dining chair offers lasting durability with a refined, contemporary look. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 36 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77192P-SR.pdf,https://www.owlee.com/collections/studio/padded-sling-swivel-rocker-arm-chair-studio
Studio,Sling Counter Stool,77192-CS,Aluminum,"The O.W. Lee Studio Counter Stool brings modern functionality to elevated outdoor dining areas. Crafted from weather-resistant aluminum and available in sling or padded sling options, this outdoor counter-height stool delivers comfortable support with a clean, minimalist aesthetic. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 33 lbs,https://www.owlee.com/wp-content/uploads/2021/11/77192-CS.pdf,https://www.owlee.com/collections/aluminum-wrought-aluminum/sling-counter-stool-studio
Studio,Padded Sling Counter Stool,77192P-CS,Aluminum,"The O.W. Lee Studio Counter Stool brings modern functionality to elevated outdoor dining areas. Crafted from weather-resistant aluminum and available in sling or padded sling options, this outdoor counter-height stool delivers comfortable support with a clean, minimalist aesthetic. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 33 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77192P-CS.pdf,https://www.owlee.com/collections/studio/padded-sling-counter-stool-studio
Studio,Sling Bar Stool,77192-BS,Aluminum,"The O.W. Lee Studio Bar Stool is designed for modern outdoor entertaining. Featuring a sleek aluminum frame and supportive sling or padded sling seating, this outdoor bar-height stool offers durability, comfort, and contemporary style for bars and gathering spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 35 lbs,https://www.owlee.com/wp-content/uploads/2025/03/Studio_Retail_SpecSheet_2025_Sling-Bar-Stool-77192-BS.pdf,https://www.owlee.com/collections/aluminum-wrought-aluminum/sling-bar-stool-studio
Studio,Padded Sling Bar Stool,77192P-BS,Aluminum,"The O.W. Lee Studio Bar Stool is designed for modern outdoor entertaining. Featuring a sleek aluminum frame and supportive sling or padded sling seating, this outdoor bar-height stool offers durability, comfort, and contemporary style for bars and gathering spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",Weight: 35 lbs,https://www.owlee.com/wp-content/uploads/2022/08/77192P-BS.pdf,https://www.owlee.com/collections/studio/padded-sling-bar-stool-studio
Santorini,"28"" x 72"" Occasional Height Santorini Fire Pit",5110-2872O,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 293 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-2872O-Santorini.pdf,https://www.owlee.com/collections/santorini/28x72-occasional-height-santorini-fire-pit
Santorini,"28"" x 72"" Chat Height Santorini Fire Pit",5110-2872C,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 295 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-2872C-Santorini.pdf,https://www.owlee.com/collections/santorini/28-x-72-chat-height-santorini-fire-pit
Santorini,"30x50"" Occasional Height Santorini Aluminum Fire Pit",5110-3050O,Aluminum,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 200 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-3050O-Santorini.pdf,https://www.owlee.com/collections/santorini/30x50-occasional-height-santorini-aluminum-fire-pit
Santorini,"30x50"" Chat Height Santorini Fire Pit",5110-3050C,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 208 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-3050C-Santorini.pdf,https://www.owlee.com/collections/santorini/30x50-chat-height-santorini-fire-pit
Santorini,"30"" Rd. Chat Height Santorini Fire Pit",5110-30RDC,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 130 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-30RDC-Santorini.pdf,https://www.owlee.com/collections/santorini/30-rd-chat-height-santorini-fire-pit
Santorini,"36"" Rd. Chat Height Santorini Fire Pit",5110-36RDC,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 185 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-36RDC-Santorini.pdf,https://www.owlee.com/collections/santorini/36-rd-chat-height-santorini-fire-pit
Santorini,"42"" Rd. Occasional Height Santorini Aluminum Fire Pit",5110-RDO,Aluminum,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 192 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-42RDO-Santorini.pdf,https://www.owlee.com/collections/santorini/42-rd-occasional-height-santorini-aluminum-fire-pit
Santorini,"42"" Rd. Chat Height Santorini Fire Pit",5110-42RDC,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 198 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-42RDC-Santorini.pdf,https://www.owlee.com/collections/santorini/42-rd-chat-height-santorini-fire-pit
Santorini,"54"" Rd. Occasional Height Santorini Aluminum Fire Pit",51110-54RDO,Aluminum,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 248 lbs,,https://www.owlee.com/collections/santorini/54-rd-occasional-height-santorini-aluminum-fire-pit
Santorini,"54"" Rd. Chat Height Santorini Fire Pit",51110-54RDC,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 254 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-54RDC-Santorini.pdf,https://www.owlee.com/collections/santorini/54-rd-chat-height-santorini-fire-pit
Santorini,"36"" x 58"" Occasional Height Santorini Fire Pit",5110-3658O,Aluminum,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-3658O-Santorini.pdf,https://www.owlee.com/collections/santorini/36-x-58-occasional-height-santorini-aluminum-fire-pit
Santorini,"36"" x 58"" Chat Height Santorini Fire Pit",5110-3658C,Wrought Iron,"Inspired by the timeless beauty of Mediterranean architecture, the iron Santorini Fire Pit blends old-world charm with modern durability, creating a striking focal point for evening gatherings or serene solo moments. Its fully welded iron construction provides exceptional strength and stability while delivering a refined, architectural presence outdoors. Handcrafted in the USA by skilled artisans, the Santorini Fire Pit allows you to tailor every detail to suit your outdoor aesthetic. Choose from 10 elegant iron frame finishes and sixteen striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With two height options and six versatile sizes, Santorini adapts beautifully to any space or style.",Packaged Weight: 251 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5110-3658C-Santorini.pdf,https://www.owlee.com/collections/santorini/36-x-58-boat-chat-height-santorini-fire-pit
Capri,"30"" x 50"" Chat Height Capri Fire Pit",5112-3050C,Aluminum,"Elevate your outdoor gatherings with the refined versatility of the O.W. Lee Capri Fire Pit Collection. Designed with clean lines and a timeless modern aesthetic, Capri steel fire pits provide inviting warmth while serving as a sophisticated focal point for patios, terraces, and outdoor living spaces. Expertly crafted in the USA, each Capri Fire Pit pairs a fully welded iron base with a durable porcelain tile top, delivering exceptional strength, stability, and long-term performance. The porcelain surface is engineered to withstand heat, moisture, and outdoor exposure while maintaining its refined appearance. With 16 distinctive porcelain tile options and 10 elegant frame finishes, Capri offers extensive customization to complement both contemporary and transitional outdoor designs. Built to last and backed by one of the best warranties in the industry, Capri fire pits reflect O.W. Lee’s uncompromising commitment to quality. The frame is protected by a 20-year structural warranty, while the finish, porcelain tiles, components, and accessories are covered for 5 years, providing confidence season after season. Designed for flexibility and reliable performance, Capri fire pits are available with manual or electronic ignition. Each unit ships propane-ready and can be easily converted to natural gas using an optional conversion kit. Offered in two height options and seven versatile sizes, the Capri Collection delivers a tailored solution for a wide range of outdoor layouts, combining craftsmanship, customization, and enduring outdoor comfort.",Packaged Weight: 208 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5112-3050C-Capri.pdf,https://www.owlee.com/collections/capri/30x50-chat-height-capri-fire-pit
Capri,"42"" Rd. Chat Height Capri Fire Pit",5112-42RDC,Wrought Iron,"Elevate your outdoor gatherings with the sleek sophistication of the iron O.W. Lee Capri Fire Pit Collection. Designed with clean lines and a timeless modern aesthetic, Capri fire pits bring inviting warmth, refined style, and lasting durability to any outdoor living space. Expertly crafted in the USA, each Capri Fire Pit features a fully welded iron base paired with a durable porcelain tile top. This iron construction delivers exceptional strength and stability, while the porcelain surface offers outstanding resistance to heat, moisture, and the elements. With a choice of 10 elegant iron frame finishes and sixteen distinctive porcelain tile options, Capri offers extensive customization for both contemporary and transitional outdoor designs. Designed for flexibility and performance, Capri fire pits are available with manual or electronic ignition. Every unit ships propane-ready and can be easily converted to natural gas using an optional conversion kit. Offered in two height options and six versatile sizes, the Capri Collection provides a tailored solution for a wide range of outdoor layouts.",Packaged Weight: 198 lbs,https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5112-42RDC-Capri.pdf,https://www.owlee.com/collections/capri/42-rd-chat-height-capri-fire-pit
