id,sku,name,collection,short_description,description
3233,NC6518LS,Edgewater Loveseat,Edgewater,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..

<p>The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.</li>
  <li>Rustic Finish – Husk</li>
  <li>Plush cushions with 2 small back buttons that can be unzipped in Sunbrella® fabric.</li>
  
  
</ul>"
3354,NC6518O-REC,Edgewater Rectangular Ottoman,Edgewater,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..

<p>The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.</li>
  <li>Rustic Finish – Husk</li>
  <li>Plush cushions with 2 small back buttons that can be unzipped in Sunbrella® fabric.</li>
  <li>CUSH600O-REC: 1 pc. cushion</li>
  
</ul>"
3326,NC6518R-CHT,Edgewater Rotating Chat Table,Edgewater,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..

<p>The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.</li>
  <li>Rustic Finish – Husk</li>
  <li>Rotating Chat Table with an inset glass top rotates 360 degrees.</li>
  <li>Glass Top</li>
</ul>"
3234,NC6518SR,Edgewater Swivel Rocker,Edgewater,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..

<p>The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.</li>
  <li>Rustic Finish – Husk</li>
  <li>Plush cushions with 2 small back buttons that can be unzipped in Sunbrella® fabric.</li>
  
  
</ul>"
3369,NC5314R-42,"Woven Fire Table Round 42""",Fire Tables,,"<ul>
  <li>42″ Woven Round Fire Table with Glass Top, Burner & Fire Glass</li>
  <li>Adjustable Flame Height</li>
  <li>Match light igniter for added safety</li>
  <li>Easy-access on/off valve</li>
  <li>Safe to use on a deck/patio</li>
  <li>Do not use fire tables to cook any food items</li>
  <li>Propane container or Natural Gas line.</li>
  <li>45,000 BTU</li>
  <li>Safe to use on a deck/patio.</li>
  <li>Do not use fire tables to cook any food items.</li>
  <li>Stone-effect finish.</li>
  <li>Weighs up to 80% less than traditional stone.</li>
  <li>Easy to handle; less risk of injury when lifting.</li>
  <li>Burner made in the USA</li>
  <li>Clean regularly with a soft brush and warm water.</li>
  <li>If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly.</li>
  <li>Do not cover with unvented plastic or canvas covers.</li>
  <li>Do not use strong chemical cleaning agents, abrasives or solvents.</li>
  <li>Quickly clean up spills with a damp sponge or cloth.</li>
</ul>"
3372,NC5314RCT,"Woven Fire Table Rectangle 48""",Fire Tables,,"<ul>
  <li>48″ x 36″ Woven Rectangle Fire Table with Glass Top, Burner & Fire Glass (instead of stones).</li>
  <li>25,000 BTU</li>
  <li>Natural Gas or Propane</li>
  <li>Lid and windscreen included.</li>
  <li>Adjustable Flame Height</li>
  <li>Match light igniter for added safety</li>
  <li>Easy-access on/off valve</li>
  <li>Safe to use on a deck/patio</li>
  <li>Do not use fire tables to cook any food items</li>
  <li>Stone-effect finish.</li>
  <li>Weighs up to 80% less than traditional stone.</li>
  <li>Easy to handle; less risk of injury when lifting.</li>
  <li>High tensile strength.</li>
  <li>Safe to use on a deck/patio.</li>
  <li>Do not use fire tables to cook any food items.</li>
  <li>Burner made in the USA</li>
  <li>Clean regularly with a soft brush and warm water. If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly.</li>
  <li>Do not cover with unvented plastic or canvas covers.</li>
  <li>Do not use strong chemical cleaning agents, abrasives or solvents.</li>
  <li>Quickly clean up spills with a damp sponge or cloth.</li>
</ul>"
3370,NC5319R-42-CAL,"Cal Sil Fire Table Round 42""",Fire Tables,,"<ul>
  <li>42″ Round Fire Table includes burner, windscreen, fire glass and 16″ lid.</li>
  <li>Natural Gas or Propane</li>
  <li>45,000 BTU</li>
  <li>Adjustable Flame Height.</li>
  <li>Match light igniter for added safety.</li>
  <li>Easy-access on/off valve.</li>
  <li>Diameter of the bowl 19.5″ inside the bowl where the fire glass is 16″</li>
  
  <li>Material is a 5 layer composite system comprising high- performance bonding agents, natural mineral granules, and a hard wearing topcoat with UV inhibitors.</li>
  <li>Stone-effect finish.</li>
  <li>Weighs up to 80% less than traditional stone.</li>
  <li>Easy to handle; less risk of injury when lifting.</li>
  <li>High tensile strength.</li>
  <li>Safe to use on a deck/patio.</li>
  <li>Do not use fire tables to cook any food items.</li>
  <li>Burner made in the USA</li>
  <li>Clean regularly with a soft brush and warm water. If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly.</li>
  <li>Do not cover with unvented plastic or canvas covers.</li>
  <li>Do not use strong chemical cleaning agents, abrasives or solvents.</li>
  <li>Quickly clean up spills with a damp sponge or cloth.</li>
</ul>"
5536,NC5319R-42-TAN,"Cal Sil Fire Table Round 42"" Tangent Top",Fire Tables,,
3371,NC5319RCT-48-CAL,"Cal Sil Fire Table Rectangle 48"" x 32""",Fire Tables,,"<ul>
  <li>48″ Rectangle Fire Table includes burner, windscreen (36″ x 12″ x 8″H) , fire glass and lid.</li>
  <li>Adjustable Flame Height.</li>
  <li>Match light igniter for added safety.</li>
  <li>Easy-access on/off valve.</li>
  <li>25,000 BTU</li>
  <li>Propane Tank or Natural Gas line</li>
  <li>Material is a 5 layer composite system comprising high-performance bonding agents, natural mineral granules, and a hard wearing topcoat with UV inhibitors.</li>
  <li>High tensile strength.</li>
  <li>Safe to use on a deck/patio.</li>
  <li>Do not use fire tables to cook any food items.</li>
  <li>Stone-effect finish.</li>
  <li>Weighs up to 80% less than traditional stone.</li>
  <li>Easy to handle; less risk of injury when lifting.</li>
  <li>Burner made in the USA</li>
  <li>Clean regularly with a soft brush and warm water.</li>
  <li>If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly.</li>
  <li>Do not cover with unvented plastic or canvas covers.</li>
  <li>Do not use strong chemical cleaning agents, abrasives or solvents.</li>
  <li>Quickly clean up spills with a damp sponge or cloth.</li>
</ul>"
5537,NC5319RCT-48-TAN,"Cal Sil Fire Table Rectangle 48"" x 32"" Tangent Top",Fire Tables,,
3237,NC43313S,Grand Stafford Sofa,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>"
3235,NC4331C,Grand Stafford Lounge Chair,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>"
3328,NC4331CT-REC,Grand Stafford Rectangular Coffee Table,Grand Stafford,The Grand Stafford Rectangular Coffee,"The Grand Stafford Rectangular Coffee

<p>The Grand Stafford Rectangular Coffee Table</p>

<ul>
  <li>Sturdy commercial grade aluminum frame</li>
  <li>HDPE resin is hand woven over the frame</li>
  <li>Durable resin weave gives this collection an elegant, understated style</li>
  <li>Weather & UV Resistant</li>
  <li>Glass Included</li>
</ul>"
5547,NC4331CT-REC-GL,Grand Stafford Coffee Table Glass Top,Grand Stafford,,
3329,NC4331ET-SQ,Grand Stafford Square End Table,Grand Stafford,The Grand Stafford Square End,"The Grand Stafford Square End

<p>The Grand Stafford Square End Table</p>

<ul>
  <li>Sturdy commercial grade aluminum frame</li>
  <li>HDPE resin is hand woven over the frame</li>
  <li>Durable resin weave gives this collection an elegant, understated style</li>
  <li>Weather & UV Resistant</li>
  <li>Glass Included</li>
</ul>"
5548,NC4331ET-SQ-GL,Grand Stafford End Table Glass Top,Grand Stafford,,
3236,NC4331LS,Grand Stafford Loveseat,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>"
3355,NC4331O-REC,Grand Stafford Rectangular Ottoman,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>"
5500,NC2685DT-TN-33,"Hixon Square Dining Table 33""",Hixon 6400,,
5501,NC2685DT-TN-41,"Hixon Square Dining Table 41""",Hixon 6400,,
5502,NC2685DT-TN-72,"Hixon Rectangle Dining Table 72""",Hixon 6400,,
5503,NC2685DT-TN-83,"Hixon Rectangle Dining Table 83""",Hixon 6400,,
5260,NC64003S-TAN,Hixon Sofa,Hixon 6400,,
5263,NC6400C-TAN,Hixon Lounge Chair,Hixon 6400,,
5271,NC6400CET-TAN,Hixon Sectional Corner End Table,Hixon 6400,,
5264,NC6400CT-TAN,Hixon Slat Coffee Table,Hixon 6400,,
5267,NC6400LL-TAN,Hixon Sectional Left Arm Loveseat,Hixon 6400,,
5261,NC6400LS-TAN,Hixon Loveseat,Hixon 6400,,
5265,NC6400NET-TAN,Hixon Slat Nesting Tables,Hixon 6400,,
5266,NC6400O-REC-TAN,Hixon Ottoman,Hixon 6400,,
5268,NC6400RL-TAN,Hixon Sectional Right Arm Loveseat,Hixon 6400,,
5270,NC6400SCC-TAN,Hixon Sectional 90 Degree Corner,Hixon 6400,,
5269,NC6400SCM,Hixon Sectional Middle Armless,Hixon 6400,,
5262,NC6400SR-TAN,Hixon Swivel Rocker,Hixon 6400,,
3300,NC2085-DT-67,Jameson Extension Dining Table,Jameson,This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program</li>
  <li>Base Material: Teak</li>
  <li>Top Color: Light Yellow</li>
  <li>Base Color: Light Yellow</li>
  <li>Seating Capacity When Fully Extended: 6</li>
  <li>Seating Capacity When Fully Collapsed: 8</li>
  <li>Table Mechanism: Drop Leaf</li>
  
  
  
  
  <li>Assembly Required: Yes</li>
  <li>Top Material: Teak</li>
  <li>Top Material Details: Plantation-grown teak</li>
</ul>"
3249,NC20153S,Laguna Teak Sofa,Laguna,"The Laguna Sofa is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 3. It is designed to match the entire Laguna","The Laguna Sofa is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 3. It is designed to match the entire Laguna

<p>The Laguna Sofa is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 3. It is designed to match the entire Laguna collection.</p>

<ul>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Because the wood is reclaimed, it has already been aged and dried so there is no need for an additional step to control moisture.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Our Plantation Teak products ae plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
</ul>"
3248,NC2015C,Laguna Teak Lounge Chair,Laguna,"The Laguna Chair is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for","The Laguna Chair is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for

<p>The Laguna Chair is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 1.</p>

<ul>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Because the wood is reclaimed, it has already been aged and dried so there is no need for an additional step to control moisture.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Our Plantation Teak products ae plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested</li>
  <li>Our Plantation Teak is oven- or air-dried for moisture control.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
</ul>"
3333,NC2015CT,Laguna Teak Rectangle Coffee Table,Laguna,"The Laguna Coffee Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna","The Laguna Coffee Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna

<p>The Laguna Coffee Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna collection.</p>

<ul>
  <li>Our Plantation Teak products are plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>Our Plantation Teak is oven- or air-dried for moisture control</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested</li>
  <li>A wire wheel is used to distress the reclaimed wood to enhance the grain and provide a rustic finish.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
  <li>Leave your natural teak products outside year-round (under a furniture cover when not in use) or store in a COOL, DRY place during the winter to preserve the teak’s moisture.</li>
</ul>"
3334,NC2015ET,Laguna Teak Square End Table,Laguna,"The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna","The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna

<p>The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna collection.</p>

<ul>
  <li>A wire wheel is used to distress the reclaimed teak to enhance the grain and provide a rustic finish.</li>
  <li>Our Plantation Teak products are plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested.</li>
  <li>Our Plantation Teak is oven- or air-dried for moisture control.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
  <li>Leave your natural teak products outside year-round (under a furniture cover when not in use) or store in a COOL, DRY place during the winter to preserve the wood’s moisture.</li>
</ul>"
3357,NC2015O,Laguna Teak Ottoman,Laguna,"The Laguna Ottoman is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, providing the perfect foot","The Laguna Ottoman is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, providing the perfect foot

<p>The Laguna Ottoman is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, providing the perfect foot rest.</p>

<ul>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Because the wood is reclaimed, it has already been aged and dried so there is no need for an additional step to control moisture.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Our Plantation Teak products ae plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
</ul>"
3250,NC43023S,Lakeside Sofa,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3251,NC4302C,Lakeside Club Chair,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3335,NC4302CET,Lakeside Corner End Table,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Included</li>
</ul>"
5549,NC4302CET-GL,Lakeside Corner End Table Glass Top,Lakeside,,
